lg	lg_from	lg_to	genome_from	genome_to	uniq_mapped	SNPs	SVs
738	lg11	2.3e+07	2.4e+07	7.37e+08	7.37e+08	0.66	3424	17
739	lg11	2.4e+07	2.5e+07	7.38e+08	7.38e+08	0.893	886	14
740	lg11	2.5e+07	2.6e+07	7.39e+08	7.39e+08	0.444	441	5
741	lg11	2.6e+07	2.7e+07	7.4e+08	7.4e+08	0.341	1362	6
742	lg11	2.7e+07	2.8e+07	7.41e+08	7.41e+08	0.683	1167	9
743	lg11	2.8e+07	2.9e+07	7.42e+08	7.42e+08	0.683	2743	9
744	lg11	2.9e+07	3e+07	7.43e+08	7.43e+08	0.704	2960	16
745	lg11	3e+07	3.1e+07	7.44e+08	7.44e+08	0.522	2781	12
746	lg11	3.1e+07	3.2e+07	7.45e+08	7.45e+08	0.314	830	4
747	lg11	3.2e+07	3.3e+07	7.46e+08	7.46e+08	0.232	762	2
748	lg11	3.3e+07	3.4e+07	7.47e+08	7.47e+08	0.448	2037	5
749	lg11	3.4e+07	3.5e+07	7.48e+08	7.48e+08	0.3	1401	7
750	lg11	3.5e+07	3.6e+07	7.49e+08	7.49e+08	0.213	809	2
751	lg11	3.6e+07	3.7e+07	7.5e+08	7.5e+08	0.84	1848	11
752	lg11	3.7e+07	3.8e+07	7.51e+08	7.51e+08	0.485	758	5
753	lg11	3.8e+07	3.9e+07	7.52e+08	7.52e+08	0.731	2168	12
754	lg11	3.9e+07	4e+07	7.53e+08	7.53e+08	0.627	1791	9
755	lg11	4e+07	4.1e+07	7.54e+08	7.54e+08	0.208	399	0
756	lg11	4.1e+07	4.2e+07	7.55e+08	7.55e+08	0.128	76	0
757	lg11	4.2e+07	4.3e+07	7.56e+08	7.56e+08	0.226	817	2
758	lg11	4.3e+07	4.4e+07	7.57e+08	7.57e+08	0.116	493	0
759	lg11	4.4e+07	4.5e+07	7.58e+08	7.58e+08	0.174	556	1
760	lg11	4.5e+07	4.6e+07	7.59e+08	7.59e+08	0.141	101	2
761	lg11	4.6e+07	4.7e+07	7.6e+08	7.6e+08	0.026	49	1
762	lg11	4.7e+07	4.8e+07	7.61e+08	7.61e+08	0.087	275	1
763	lg11	4.8e+07	4.9e+07	7.62e+08	7.62e+08	0.018	85	0
764	lg11	4.9e+07	5e+07	7.63e+08	7.63e+08	0	0	0
765	lg11	5e+07	5.1e+07	7.64e+08	7.64e+08	0	0	0
766	lg11	5.1e+07	5.2e+07	7.65e+08	7.65e+08	0	244	0
767	lg11	5.2e+07	5.3e+07	7.66e+08	7.66e+08	0	0	0
768	lg11	5.3e+07	5.4e+07	7.67e+08	7.67e+08	0	0	0
769	lg11	5.4e+07	5.5e+07	7.68e+08	7.68e+08	0	0	0
770	lg11	5.5e+07	5.6e+07	7.69e+08	7.69e+08	0	0	0
771	lg12	0	1e+06	7.7e+08	7.7e+08	0.055	33	0
772	lg12	1e+06	2e+06	7.71e+08	7.71e+08	0.136	136	1
773	lg12	2e+06	3e+06	7.72e+08	7.72e+08	0.154	701	2
774	lg12	3e+06	4e+06	7.73e+08	7.73e+08	0.016	33	0
775	lg12	4e+06	5e+06	7.74e+08	7.74e+08	0.179	935	3
776	lg12	5e+06	6e+06	7.75e+08	7.75e+08	0	0	0
777	lg12	6e+06	7e+06	7.76e+08	7.76e+08	0.067	110	4
778	lg12	7e+06	8e+06	7.77e+08	7.77e+08	0.108	131	1
779	lg12	8e+06	9e+06	7.78e+08	7.78e+08	0.205	192	4
780	lg12	9e+06	1e+07	7.79e+08	7.79e+08	0.041	39	0
781	lg12	1e+07	1.1e+07	7.8e+08	7.8e+08	0.144	173	2
782	lg12	1.1e+07	1.2e+07	7.81e+08	7.81e+08	0.087	84	2
783	lg12	1.2e+07	1.3e+07	7.82e+08	7.82e+08	0.143	77	3
784	lg12	1.3e+07	1.4e+07	7.83e+08	7.83e+08	0.092	81	0
785	lg12	1.4e+07	1.5e+07	7.84e+08	7.84e+08	0.116	432	5
786	lg12	1.5e+07	1.6e+07	7.85e+08	7.85e+08	0	1660	4
787	lg12	1.6e+07	1.7e+07	7.86e+08	7.86e+08	0	0	0
788	lg12	1.7e+07	1.8e+07	7.87e+08	7.87e+08	0	0	0
789	lg12	1.8e+07	1.9e+07	7.88e+08	7.88e+08	0	0	0
790	lg12	1.9e+07	2e+07	7.89e+08	7.89e+08	0	0	0
